external_gene_name	ensembl_transcript_id	mmusculus_homolog_associated_gene_name
Y_RNA	ENST00000365384	
AC096949.1	ENST00000412047	
AGL	ENST00000361915	Agl
AC118553.1	ENST00000454219	
PLPPR4	ENST00000370185	Plppr4
AL365220.1	ENST00000432923	
NFU1P2	ENST00000448700	
LINC01776	ENST00000418344	
SNX7	ENST00000306121	Snx7
PLPPR5	ENST00000263177	Plppr5
AL445433.2	ENST00000658279	
AL445433.1	ENST00000457507	
MIR137HG	ENST00000602672	
BX005019.1	ENST00000561881	
DPYD-AS2	ENST00000422259	
AC114878.2	ENST00000604863	
AC114878.1	ENST00000441166	
MTATP6P13	ENST00000438531	
AL117351.2	ENST00000513571	
MTCO2P21	ENST00000419780	
MTCO1P21	ENST00000416634	
AL117351.1	ENST00000438864	
ABCA4	ENST00000370225	Abca4
AC093579.1	ENST00000439455	
ARHGAP29	ENST00000260526	Arhgap29
RN7SL440P	ENST00000577855	
ARHGAP29-AS1	ENST00000656153	
GAPDHP29	ENST00000429913	
AC097059.1	ENST00000414039	
AC118469.1	ENST00000442943	
ABCD3	ENST00000370214	Abcd3
F3	ENST00000334047	F3
AC093117.1	ENST00000413541	
SLC44A3-AS1	ENST00000634870	
KATNBL1P2	ENST00000433311	
MIR378G	ENST00000579876	
SLC44A3	ENST00000467909	Slc44a3
CNN3	ENST00000370206	Cnn3
AC105942.1	ENST00000664672	
ALG14	ENST00000370205	Alg14
ALG14-AS1	ENST00000451611	
TLCD4	ENST00000370203	Tlcd4
TLCD4-RWDD3	ENST00000604534	
AC092802.3	ENST00000434207	
Y_RNA	ENST00000383952	
AC092802.1	ENST00000663020	
RWDD3	ENST00000370202	Rwdd3
AC092802.2	ENST00000444665	
LINC01760	ENST00000423410	
LINC01650	ENST00000650223	
AL445218.1	ENST00000427695	
LINC01761	ENST00000424943	
LINC02607	ENST00000456933	
AL683887.1	ENST00000603401	
LINC02790	ENST00000598612	
RNU1-130P	ENST00000363930	Gm23680
LINC01787	ENST00000435311	
AC092393.1	ENST00000439625	
UBE2WP1	ENST00000362030	
EEF1A1P11	ENST00000415278	
RN7SL831P	ENST00000460344	
NDUFS5P2	ENST00000484004	
RPL7P9	ENST00000468715	
RN7SKP270	ENST00000411297	Gm22587
PTBP2	ENST00000426398	Ptbp2
DPYD	ENST00000370192	Dpyd
DPYD-AS1	ENST00000422980	
DPYD-IT1	ENST00000424982	
SEC63P1	ENST00000425785	
RPL26P9	ENST00000457466	
MTCO3P21	ENST00000430791	
MTND3P21	ENST00000433774	
MTND4P11	ENST00000417020	
CHCHD2P5	ENST00000421414	
GCLM	ENST00000370238	Gclm
DNTTIP2	ENST00000436063	Dnttip2
AL049796.1	ENST00000565336	
BCAR3-AS1	ENST00000427243	
MIR760	ENST00000390220	
BCAR3	ENST00000370244	Bcar3
RNA5SP53	ENST00000391299	
FNBP1L	ENST00000271234	Fnbp1l
Y_RNA	ENST00000384649	
AL137159.1	ENST00000452808	
DR1	ENST00000370272	Dr1
CCDC18-AS1	ENST00000451302	
AL139421.1	ENST00000423010	
AC126124.1	ENST00000426104	
AC126124.2	ENST00000413542	
CCDC18	ENST00000401026	Ccdc18
TMED5	ENST00000370282	Tmed5
MTF2	ENST00000370298	Mtf2
RN7SKP123	ENST00000410732	Gm22987
RN7SKP123	ENST00000410732	Gm22601
Y_RNA	ENST00000516028	
RNU6-210P	ENST00000516943	Gm24892
RN7SL692P	ENST00000464677	
RNU6-970P	ENST00000516312	Gm24304
AL449283.1	ENST00000602631	
AL162740.1	ENST00000384295	Gm24454
SNORA66	ENST00000384792	Gm26387
SNORD21	ENST00000383953	Snord21
DIPK1A	ENST00000370310	Dipk1a
CCNJP2	ENST00000457810	
RPL5	ENST00000370321	
H3P3	ENST00000429959	
AC104332.1	ENST00000440471	
RNU4-59P	ENST00000364447	
AL354890.1	ENST00000413730	
HMGB3P9	ENST00000441799	
EVI5	ENST00000370331	Evi5
GFI1	ENST00000294702	Gfi1
RN7SL824P	ENST00000470692	
RPAP2	ENST00000610020	Rpap2
GLMN	ENST00000370360	Glmn
ACTBP12	ENST00000435871	
C1orf146	ENST00000370375	1700028K03Rik
AL663109.1	ENST00000411498	
PRKAR1AP1	ENST00000441422	
GAPDHP46	ENST00000424043	
SETSIP	ENST00000596516	Set
BTBD8	ENST00000636805	Btbd8
BTBD8	ENST00000636805	Gm42669
LPCAT2BP	ENST00000420263	
EPHX4	ENST00000370383	Ephx4
BRDT	ENST00000362005	Brdt
RN7SL653P	ENST00000494134	
TGFBR3	ENST00000212355	Tgfbr3
HSP90B3P	ENST00000415545	
AL714022.1	ENST00000439897	
WDR82P2	ENST00000444540	
CDC7	ENST00000234626	Cdc7
FEN1P1	ENST00000401028	
Y_RNA	ENST00000384090	
HFM1	ENST00000370425	Hfm1
RPL5P6	ENST00000425640	
ZNF644	ENST00000337393	Zfp644
PHKA1P1	ENST00000420457	
LINC01763	ENST00000425185	
AC091614.1	ENST00000606898	
LINC02609	ENST00000659034	
BARHL2	ENST00000370445	Barhl2
SNORD3G	ENST00000362796	
LINC02787	ENST00000435832	
RNU6-695P	ENST00000391157	Gm23210
ZNF326	ENST00000340281	Zfp326
GEMIN8P4	ENST00000380526	
RN7SKP272	ENST00000516988	Gm22316
LRRC8D	ENST00000337338	Lrrc8d
AC099568.1	ENST00000432395	
AC093423.1	ENST00000440817	
AC093423.3	ENST00000370453	
LRRC8C	ENST00000370454	Lrrc8c
AC093423.2	ENST00000429074	
LRRC8C-DT	ENST00000443562	
LRRC8B	ENST00000640258	Lrrc8b
GBP1P1	ENST00000513638	
CAPNS1P1	ENST00000401029	
GBP6	ENST00000370456	Gbp8
GBP6	ENST00000370456	Gbp6
GBP6	ENST00000370456	Gbp4
GBP6	ENST00000370456	Gbp10
GBP6	ENST00000370456	Gbp11
GBP6	ENST00000370456	Gbp9
GBP6	ENST00000370456	Gm43302
BX119321.1	ENST00000428912	
AC099063.2	ENST00000446360	
ST13P20	ENST00000447996	
AL157944.1	ENST00000650063	
LINC01362	ENST00000452901	
LINC01361	ENST00000452834	
LINC01712	ENST00000664539	
LINC01725	ENST00000417975	
AL035706.1	ENST00000439186	
TTLL7	ENST00000260505	Ttll7
TTLL7-IT1	ENST00000455929	
AC104454.1	ENST00000421341	
AL359504.1	ENST00000605506	
PRKACB	ENST00000370685	Prkacb
TXN2P1	ENST00000448052	
NEDD8P1	ENST00000441775	
AL359273.1	ENST00000363089	Gm22804
AL359273.1	ENST00000363089	Gm22683
SAMD13	ENST00000394834	Samd13
AL359273.2	ENST00000506295	
UOX	ENST00000471089	
DNASE2B	ENST00000370665	Dnase2b
RPF1	ENST00000370654	Rpf1
GNG5	ENST00000370645	Gng5
SPATA1	ENST00000490879	Spata1
CTBS	ENST00000370630	Ctbs
LINC01555	ENST00000370624	
AC114482.1	ENST00000418010	
SSX2IP	ENST00000342203	Ssx2ip
LPAR3	ENST00000370611	Lpar3
MCOLN2	ENST00000284027	Mcoln2
WDR63	ENST00000294664	Wdr63
MCOLN3	ENST00000370589	Mcoln3
MIR4423	ENST00000580922	
SYDE2	ENST00000341460	Syde2
C1orf52	ENST00000471115	2410004B18Rik
AL590113.1	ENST00000411322	Gm26438
BCL10	ENST00000648566	Bcl10
AL078459.1	ENST00000427819	
DDAH1	ENST00000284031	Ddah1
AL360219.1	ENST00000362589	
CCN1	ENST00000451137	Ccn1
AC092807.1	ENST00000363064	Gm25802
AC092807.1	ENST00000363064	Gm25789
AC092807.2	ENST00000426794	
ZNHIT6	ENST00000370574	Znhit6
COL24A1	ENST00000370571	
RNA5SP51	ENST00000364750	
AC104455.1	ENST00000417340	
ODF2L	ENST00000294678	Odf2l
AC119749.1	ENST00000454884	
CLCA2	ENST00000370565	Clca2
CLCA1	ENST00000234701	Clca1
CLCA4	ENST00000370563	Clca4a
CLCA4	ENST00000370563	Clca4b
CDCA4P2	ENST00000441182	
CLCA4-AS1	ENST00000650379	
CLCA3P	ENST00000466454	
CLCA4-AS1	ENST00000565575	
SH3GLB1	ENST00000370558	Sh3glb1
AL049597.1	ENST00000447415	
SELENOF	ENST00000331835	Selenof
HS2ST1	ENST00000370550	Hs2st1
AL121989.1	ENST00000585888	
AC093155.3	ENST00000370548	Hs2st1
AC093155.2	ENST00000420734	
AC093155.1	ENST00000440164	
LINC01140	ENST00000469312	
LMO4	ENST00000370544	Lmo4
LINC01364	ENST00000452509	
RNA5SP52	ENST00000362448	
PKN2-AS1	ENST00000645056	
AL049861.1	ENST00000603130	
RN7SL583P	ENST00000475692	
AC093578.1	ENST00000415219	
RPL36AP10	ENST00000421785	
PKN2	ENST00000370521	Pkn2
RNU6-125P	ENST00000384505	
ELOCP19	ENST00000411919	
GTF2B	ENST00000370500	Gtf2b
AL445991.1	ENST00000450381	
KYAT3	ENST00000260508	Kyat3
RBMXL1	ENST00000399794	Rbmxl1
RBMXL1	ENST00000399794	Gm7324
RBMXL1	ENST00000399794	Rbmx
GBP3	ENST00000370481	
Y_RNA	ENST00000365515	
GBP1	ENST00000370473	
PTGES3P1	ENST00000439531	
GBP2	ENST00000370466	Gbp2
GBP2	ENST00000370466	Gbp2b
GBP7	ENST00000294671	
GBP4	ENST00000355754	
GBP5	ENST00000370459	Gbp5
AC099063.1	ENST00000437128	
AC117944.1	ENST00000430748	
AL138799.2	ENST00000438968	
MED28P8	ENST00000454831	
AL138799.3	ENST00000443939	
AL138799.1	ENST00000439024	
ARID3BP1	ENST00000448213	
HNRNPA3P14	ENST00000444546	
ADGRL2	ENST00000370730	Adgrl2
RN7SKP247	ENST00000411094	
AL357632.1	ENST00000426688	
RPL7P10	ENST00000417407	
LINC01781	ENST00000443104	
MTND2P30	ENST00000456663	
AL596276.2	ENST00000447525	
AL136234.1	ENST00000437080	
AL606519.1	ENST00000458146	
HNRNPA1P64	ENST00000411674	
AL596276.1	ENST00000434465	
HMGB1P18	ENST00000438801	
AC098657.2	ENST00000567886	
PSAT1P3	ENST00000439132	
AL353651.1	ENST00000415629	
ADH5P2	ENST00000425922	
AC098657.1	ENST00000416270	
IFI44	ENST00000370747	Ifi44
AC104837.2	ENST00000427236	
AC104837.1	ENST00000444644	
ADGRL4	ENST00000370742	Adgrl4
RNA5SP23	ENST00000391006	
IFI44L	ENST00000370751	Ifi44l
AC103591.1	ENST00000448345	
RNA5SP22	ENST00000365393	
RNFT1P2	ENST00000443064	
MGC27382	ENST00000436742	
PTGFR	ENST00000370758	Ptgfr
AC096531.1	ENST00000419107	
NEXN	ENST00000334785	Nexn
FUBP1	ENST00000370768	Fubp1
DNAJB4	ENST00000370763	Dnajb4
GIPC2	ENST00000370759	Gipc2
AC103591.2	ENST00000265259	
RNU6-1102P	ENST00000516149	Gm26038
NEXN-AS1	ENST00000421331	
HSPE1P25	ENST00000455484	
AC138392.1	ENST00000427577	
NSRP1P1	ENST00000444067	
RNA5SP21	ENST00000410917	
MIGA1	ENST00000645526	Miga1
ACTG1P21	ENST00000431536	
USP33	ENST00000370794	Usp33
RN7SL370P	ENST00000470869	
RNA5SP20	ENST00000515976	
ZZZ3	ENST00000370801	Zzz3
AC095030.1	ENST00000436206	
RNU7-8P	ENST00000515958	
AK5	ENST00000354567	Ak5
AC093433.1	ENST00000458048	
AC113935.1	ENST00000471722	
PIGK	ENST00000370812	Pigk
AL035409.2	ENST00000454305	
ST6GALNAC5	ENST00000477717	St6galnac5
LINC02567	ENST00000427806	
RNU6-161P	ENST00000363051	Gm25294
TPI1P1	ENST00000420977	
AC103592.1	ENST00000394513	
AC092813.2	ENST00000659190	
ST6GALNAC3	ENST00000328299	St6galnac3
AC092813.1	ENST00000659632	
ASB17	ENST00000284142	Asb17
MSH4	ENST00000263187	Msh4
SNORD45B	ENST00000364617	Snord45b
SNORD45A	ENST00000384512	
SNORD45C	ENST00000383893	Snord45c
RABGGTB	ENST00000319942	Rabggtb
DLSTP1	ENST00000444241	
CRYZ	ENST00000417775	Cryz
TYW3	ENST00000370867	Tyw3
AC133865.1	ENST00000438619	
AC099786.3	ENST00000565735	
AC099786.1	ENST00000446238	
LHX8	ENST00000356261	Lhx8
AC099786.2	ENST00000427892	
RNU6-622P	ENST00000384272	
SLC44A5	ENST00000370855	Slc44a5
AC093156.1	ENST00000440382	
RNU6-503P	ENST00000516529	
AL096829.1	ENST00000413677	
AL137803.1	ENST00000648424	
ACADM	ENST00000370841	Acadm
ERICH3-AS1	ENST00000612390	
ERICH3	ENST00000326665	Erich3
LRRC53	ENST00000294635	
AC105271.1	ENST00000411417	
FPGT	ENST00000370898	Fpgt
FPGT-TNNI3K	ENST00000557284	Tnni3k
TNNI3K	ENST00000326637	Tnni3k
AC093158.1	ENST00000415549	
RNU4ATAC8P	ENST00000516196	
LRRIQ3	ENST00000354431	Lrriq3
RNA5SP50	ENST00000363731	
RN7SKP19	ENST00000516016	
LINC01360	ENST00000658942	
LINC02238	ENST00000424953	
LINC02796	ENST00000418078	
KRT8P21	ENST00000430398	
AL583808.1	ENST00000668734	
RNU6-1246P	ENST00000391064	Gm24378
AL359821.1	ENST00000605519	
NEGR1-IT1	ENST00000453121	
GDI2P2	ENST00000445131	
RPL31P12	ENST00000422587	
AL358453.1	ENST00000422522	
NEGR1	ENST00000357731	Negr1
AL354949.1	ENST00000446438	
ZRANB2-AS2	ENST00000654734	
ZRANB2	ENST00000370920	Zranb2
MIR186	ENST00000384988	Mir186
ZRANB2-AS1	ENST00000450461	
AL592161.1	ENST00000456389	
MIER1	ENST00000355356	Mier1
SLC35D1	ENST00000235345	Slc35d1
C1orf141	ENST00000371007	4921539E11Rik
AL133320.1	ENST00000516624	
IL23R	ENST00000347310	Il23r
RNU6-586P	ENST00000517265	
RNU4ATAC4P	ENST00000516307	
DNAJB6P4	ENST00000432257	
IL12RB2	ENST00000262345	Il12rb2
SERBP1	ENST00000370994	Serbp1
RNU6-387P	ENST00000411331	Gm22818
LINC01702	ENST00000635350	
RNU6-1031P	ENST00000384773	Gm26178
AL590559.1	ENST00000414338	
RN7SL392P	ENST00000473024	
HNRNPCP9	ENST00000426952	
GADD45A	ENST00000370986	Gadd45a
GNG12	ENST00000370982	Gng12
RNU7-80P	ENST00000459562	
GNG12-AS1	ENST00000420587	
AL157407.1	ENST00000435784	
DIRAS3	ENST00000370981	
ARL5AP3	ENST00000439327	
WLS	ENST00000262348	Wls
CTBP2P8	ENST00000422584	
MIR1262	ENST00000408276	
RPS7P4	ENST00000444127	
COX6B1P7	ENST00000430845	
ELOCP18	ENST00000434209	
AL139413.1	ENST00000421309	
RPE65	ENST00000262340	Rpe65
DEPDC1	ENST00000370966	Depdc1a
AL138789.1	ENST00000425820	
DEPDC1-AS1	ENST00000428732	
TXNP2	ENST00000443918	
LINC01707	ENST00000661832	
LINC02791	ENST00000650525	
LINC01758	ENST00000448001	
LRRC7	ENST00000310961	Lrrc7
SGO1P1	ENST00000603525	
RN7SL538P	ENST00000494227	
PIN1P1	ENST00000412108	
LRRC7-AS1	ENST00000414132	
LRRC40	ENST00000370952	Lrrc40
RN7SL242P	ENST00000491451	
SRSF11	ENST00000370950	Srsf11
AL353771.1	ENST00000422107	
ANKRD13C	ENST00000370944	Ankrd13c
HHLA3	ENST00000361764	
HHLA3-AS1	ENST00000413943	
CTH	ENST00000370938	Cth
AL354872.1	ENST00000607679	
CHORDC1P5	ENST00000456361	
CASP3P1	ENST00000446037	
LINC01788	ENST00000419450	
AL513285.1	ENST00000423187	
PTGER3	ENST00000356595	Ptger3
AL031429.1	ENST00000426775	
AL031429.2	ENST00000602605	
INSL5	ENST00000304526	Insl5
WDR78	ENST00000371026	Wdr78
TCTEX1D1	ENST00000282670	Tctex1d1
MIR3117	ENST00000584034	
AL139147.1	ENST00000502413	
SGIP1	ENST00000371037	Sgip1
ROR1-AS1	ENST00000424995	
UBE2U	ENST00000371076	Ube2u
RNU7-62P	ENST00000458856	
CACHD1	ENST00000651257	Cachd1
MIR4794	ENST00000582305	
RAVER2	ENST00000371072	Raver2
JAK1	ENST00000672434	Jak1
AL606517.2	ENST00000442855	
AL606517.1	ENST00000446914	
LINC01359	ENST00000634604	
SLC2A3P2	ENST00000331747	
RNU6-1176P	ENST00000390955	Gm23185
MIR3671	ENST00000580455	
MIR101-1	ENST00000362265	Mir101a
AL357078.1	ENST00000416486	
MRPS21P1	ENST00000453850	
AK4	ENST00000545314	Ak4
RPS29P7	ENST00000439662	
DNAJC6	ENST00000395325	Dnajc6
AL139294.1	ENST00000435739	
COX6CP13	ENST00000428703	
RNU2-15P	ENST00000410692	Gm23907
LEPROT	ENST00000371065	Leprot
LEPR	ENST00000349533	Lepr
AC119800.1	ENST00000429871	
AC097063.1	ENST00000426714	
RN7SL854P	ENST00000459767	
PDE4B	ENST00000329654	Pde4b
PDE4B-AS1	ENST00000424138	
RNU4-88P	ENST00000411220	Gm25135
AC099791.1	ENST00000416440	
TM2D1	ENST00000606498	Tm2d1
AC099791.2	ENST00000605725	
PATJ	ENST00000642238	Patj
RNU6-414P	ENST00000363705	
RNU6-1177P	ENST00000391058	
LAMTOR5P1	ENST00000444290	
RN7SL180P	ENST00000466769	
MIR3116-1	ENST00000584654	
PIGPP2	ENST00000411569	
RPS15AP7	ENST00000439294	
L1TD1	ENST00000498273	L1td1
AL162739.1	ENST00000450606	
Y_RNA	ENST00000363304	Gm22431
Y_RNA	ENST00000363304	Gm24379
Y_RNA	ENST00000363304	Gm26329
KANK4	ENST00000371153	Kank4
RNU6-371P	ENST00000364283	
USP1	ENST00000371146	Usp1
DOCK7	ENST00000340370	Dock7
AL451044.1	ENST00000604867	
ANGPTL3	ENST00000371129	Angptl3
AL138847.1	ENST00000258651	
AC103923.1	ENST00000453229	
ATG4C	ENST00000317868	Atg4c
AC099794.1	ENST00000450811	
AC099794.2	ENST00000435230	
LINC01739	ENST00000641890	
AL162400.1	ENST00000418091	
AL162400.2	ENST00000427547	
AC096543.1	ENST00000455038	
LINC00466	ENST00000634725	
RNA5SP49	ENST00000516450	
AC096543.2	ENST00000449140	
RPSAP65	ENST00000429660	
FOXD3-AS1	ENST00000418244	
FOXD3	ENST00000371116	Foxd3
Y_RNA	ENST00000516975	
AL049636.1	ENST00000455736	
ALG6	ENST00000263440	Alg6
ITGB3BP	ENST00000271002	Itgb3bp
EFCAB7	ENST00000371088	Efcab7
RN7SL488P	ENST00000585186	
RNU7-123P	ENST00000515911	
DLEU2L	ENST00000371086	
PGM1	ENST00000371084	Pgm1
RN7SL130P	ENST00000489463	
ROR1	ENST00000371079	Ror1
AL161742.1	ENST00000418154	
CFL1P3	ENST00000440942	
RNU6-809P	ENST00000384461	
AL138793.1	ENST00000363638	
NFIA-AS1	ENST00000442027	
NFIA	ENST00000371187	Nfia
NFIA-AS2	ENST00000665665	
AC099792.1	ENST00000635290	
LINC01748	ENST00000661790	
LINC02778	ENST00000659925	
PGBD4P8	ENST00000412993	
C1orf87	ENST00000371201	Gm12695
RN7SL475P	ENST00000583379	
CYP2J2	ENST00000371204	Cyp2j9
CYP2J2	ENST00000371204	Cyp2j13
HOOK1	ENST00000371208	Hook1
AL035416.1	ENST00000443012	
MIR4711	ENST00000578274	
FGGY	ENST00000303721	Fggy
AC093424.1	ENST00000604999	
AL592431.1	ENST00000451090	
HSD52	ENST00000647858	
AL592431.2	ENST00000422198	
PHBP3	ENST00000412562	
LINC01358	ENST00000662302	
LINC02777	ENST00000653076	
AL136985.1	ENST00000424592	
AL136985.2	ENST00000607372	
TACSTD2	ENST00000371225	Tacstd2
AL035411.1	ENST00000427762	
MYSM1	ENST00000472487	Mysm1
JUN	ENST00000371222	Jun
LINC01135	ENST00000649834	
RN7SL713P	ENST00000582127	
AL035411.2	ENST00000604022	
OMA1	ENST00000371226	Oma1
AL357373.1	ENST00000394974	
AL445193.1	ENST00000441183	
AL445193.2	ENST00000419596	
RPS26P15	ENST00000488067	
HNRNPA1P6	ENST00000631770	
RPS20P5	ENST00000434808	
DAB1-AS1	ENST00000586465	
PLPP3	ENST00000371250	Plpp3
RPL21P23	ENST00000446654	
RPL23AP85	ENST00000421838	
AC099789.1	ENST00000442812	
PRKAA2	ENST00000371244	Prkaa2
FYB2	ENST00000343433	Fyb2
AL360295.1	ENST00000425435	
C8A	ENST00000361249	C8a
C8B	ENST00000371237	C8b
AL161740.1	ENST00000417420	
DAB1	ENST00000371236	Dab1
AL390243.1	ENST00000422038	
LINC01767	ENST00000663880	
AL353681.1	ENST00000435828	
AC119674.1	ENST00000641611	
RPSAP20	ENST00000441455	
LINC01753	ENST00000665254	
PIGQP1	ENST00000426300	
Y_RNA	ENST00000606692	
LINC01755	ENST00000648749	
RNU6-830P	ENST00000516353	Gm24498
RN7SKP291	ENST00000362961	
MTCO2P34	ENST00000421994	
MIR4422	ENST00000581938	
AL603840.1	ENST00000646341	
GOT2P1	ENST00000440922	
GYG1P3	ENST00000449769	
MIR4422HG	ENST00000643232	
USP24	ENST00000294383	Usp24
FAM151A	ENST00000302250	Fam151a
AL590093.1	ENST00000416119	
MROH7	ENST00000421030	Mroh7
MROH7-TTC4	ENST00000414150	Mroh7
TTC4	ENST00000371281	Ttc4
PARS2	ENST00000371279	Pars2
TTC22	ENST00000371274	Ttc22
AC096536.1	ENST00000450503	
LEXM	ENST00000358193	Lexm
DHCR24	ENST00000371269	Dhcr24
AC096536.2	ENST00000415336	
DHCR24-DT	ENST00000443284	
TMEM61	ENST00000371268	Tmem61
AL590440.1	ENST00000436960	
BSND	ENST00000651561	Bsnd
PCSK9	ENST00000302118	Pcsk9
SSBP3	ENST00000371320	Ssbp3
SSBP3-AS1	ENST00000361350	
AL161644.1	ENST00000426901	
AL035415.1	ENST00000447150	
LINC02784	ENST00000433377	
AC099796.1	ENST00000444140	
HNRNPA1P63	ENST00000427917	
ACOT11	ENST00000371316	Acot11
MRPL37	ENST00000360840	Mrpl37
CYB5RL	ENST00000534324	Cyb5rl
AL357673.1	ENST00000637610	Cyb5rl
CDCP2	ENST00000371330	Cdcp2
AL353898.1	ENST00000444055	
TCEANC2	ENST00000234827	Tceanc2
TMEM59	ENST00000234831	Tmem59
LDLRAD1	ENST00000371360	Ldlrad1
HNRNPA3P12	ENST00000437410	
LRRC42	ENST00000371370	Lrrc42
HSPB11	ENST00000194214	Hspb11
AL109936.1	ENST00000364535	
AL109936.3	ENST00000605350	
TCEA3	ENST00000450454	Tcea3
AL357134.1	ENST00000445848	
ASAP3	ENST00000336689	Asap3
E2F2	ENST00000361729	E2f2
AL021154.1	ENST00000451217	
ID3	ENST00000374561	Id3
MDS2	ENST00000477916	
AL451000.1	ENST00000451300	
RPL11	ENST00000643754	Rpl11
ELOA-AS1	ENST00000655402	
ELOA	ENST00000418390	Eloa
PITHD1	ENST00000246151	Pithd1
LYPLA2	ENST00000374514	Lypla2
GALE	ENST00000617979	Gale
HMGCL	ENST00000374490	Hmgcl
FUCA1	ENST00000374479	Fuca1
CNR2	ENST00000374472	Cnr2
BTBD6P1	ENST00000412176	
AL590609.2	ENST00000411815	
MIR378F	ENST00000578143	
H3P1	ENST00000421430	
PNRC2	ENST00000647887	Pnrc2
SRSF10	ENST00000492112	Srsf10
AL590609.1	ENST00000442164	
AL591178.1	ENST00000439239	
MYOM3	ENST00000374434	Myom3
MYOM3-AS1	ENST00000429191	
IL22RA1	ENST00000270800	Il22ra1
IFNLR1	ENST00000327535	Ifnlr1
LINC02800	ENST00000439059	
GRHL3-AS1	ENST00000437965	
GRHL3	ENST00000361548	Grhl3
STPG1	ENST00000003583	Stpg1
NIPAL3	ENST00000374399	Nipal3
RCAN3	ENST00000374395	Rcan3
NCMAP-DT	ENST00000577528	
NCMAP	ENST00000374392	Ncmap
AL445686.1	ENST00000443086	
Y_RNA	ENST00000459380	
SRRM1	ENST00000323848	Srrm1
CLIC4	ENST00000374379	Clic4
RNU6-1208P	ENST00000459588	
RUNX3	ENST00000308873	Runx3
RUNX3-AS1	ENST00000456316	
AL445471.1	ENST00000568143	
MIR4425	ENST00000580572	
AL050344.1	ENST00000424084	
IFITM3P7	ENST00000413189	
AL031432.1	ENST00000455902	
SYF2	ENST00000236273	Syf2
RSRP1	ENST00000243189	Rsrp1
AL031432.2	ENST00000566714	
RHD	ENST00000328664	Rhd
SDHDP6	ENST00000414693	
AL928711.1	ENST00000570165	
TMEM50A	ENST00000374358	Tmem50a
RHCE	ENST00000294413	Rhd
AL031284.1	ENST00000419297	
MACO1	ENST00000374343	Maco1
LDLRAP1	ENST00000374338	Ldlrap1
AL606491.1	ENST00000412797	
MAN1C1	ENST00000374332	Man1c1
AL031280.1	ENST00000436991	
SELENON	ENST00000361547	Selenon
AL020996.2	ENST00000527604	Selenon
AL020996.1	ENST00000442055	
MTFR1L	ENST00000374303	Mtfr1l
AUNIP	ENST00000374298	Aunip
AL033528.3	ENST00000455431	
PAQR7	ENST00000374296	Paqr7
AL033528.1	ENST00000384572	
STMN1	ENST00000357865	Stmn1
SNRPFP2	ENST00000440710	
AL033528.2	ENST00000453780	
PAFAH2	ENST00000374282	Pafah2
RNU6-110P	ENST00000384508	
AL592064.1	ENST00000516381	
AL592064.2	ENST00000516882	
EXTL1	ENST00000374280	Extl1
SLC30A2	ENST00000374276	Slc30a2
TRIM63	ENST00000374272	Trim63
PDIK1L	ENST00000619836	Pdik1l
FAM110D	ENST00000374268	Grrp1
AL391650.1	ENST00000448923	
ZNF593	ENST00000374266	Zfp593
CNKSR1	ENST00000361530	Cnksr1
CATSPER4	ENST00000456354	Catsper4
ZPLD2P	ENST00000428812	
CEP85	ENST00000252992	Cep85
AL355877.1	ENST00000603670	
SH3BGRL3	ENST00000270792	Sh3bgrl3
UBXN11	ENST00000374222	Ubxn11
CD52	ENST00000374213	Cd52
CRYBG2	ENST00000475866	Crybg2
AL451139.1	ENST00000434718	
ZNF683	ENST00000349618	
LIN28A	ENST00000326279	Lin28a
DHDDS	ENST00000360009	Dhdds
AL513365.1	ENST00000446498	
DHDDS-AS1	ENST00000656565	
HMGN2	ENST00000361427	Gm20379
DPPA2P2	ENST00000418220	
RPS6KA1	ENST00000374168	Rps6ka1
MIR1976	ENST00000459548	
RN7SL679P	ENST00000497096	
Y_RNA	ENST00000516993	
RNU7-29P	ENST00000516620	
AL627313.1	ENST00000428860	
AL627082.2	ENST00000459201	
AL627082.1	ENST00000443847	
AL512408.1	ENST00000569378	
ARID1A	ENST00000324856	Arid1a
PIGV	ENST00000078527	Pigv
RN7SL165P	ENST00000477476	
ZDHHC18	ENST00000374142	Zdhhc18
SFN	ENST00000339276	Sfn
GPN2	ENST00000374135	Gpn2
AL034380.1	ENST00000448791	
GPATCH3	ENST00000361720	Gpatch3
NUDC	ENST00000321265	Nudc
NR0B2	ENST00000254227	Nr0b2
KDF1	ENST00000320567	Kdf1
RPL12P13	ENST00000310055	
AL356390.1	ENST00000455684	
OSTCP2	ENST00000437956	
TRNP1	ENST00000522111	Trnp1
TENT5B	ENST00000289166	Tent5b
SLC9A1	ENST00000263980	Slc9a1
AL590640.2	ENST00000457038	
CHCHD3P3	ENST00000446783	
NPM1P39	ENST00000449818	
SNRPEP7	ENST00000438350	
AL590640.1	ENST00000425205	
WDTC1	ENST00000361771	Wdtc1
Y_RNA	ENST00000516289	
FO393419.3	ENST00000428741	
TMEM222	ENST00000611517	Tmem222
RNU6-48P	ENST00000384161	Gm24261
ACTG1P20	ENST00000486001	
SYTL1	ENST00000318074	Sytl1
MAP3K6	ENST00000357582	Map3k6
FCN3	ENST00000270879	
CD164L2	ENST00000374027	Cd164l2
FO393419.1	ENST00000443746	
GPR3	ENST00000374024	Gpr3
WASF2	ENST00000618852	Wasf2
FO393419.2	ENST00000492975	
BX293535.1	ENST00000443579	
AHDC1	ENST00000247087	Ahdc1
FGR	ENST00000374005	Fgr
